,_id,name,warband,subfaction,grand_alliance,movement,toughness,wounds,runemarks,points,weapon_1_attacks,weapon_1_dmg_crit,weapon_1_dmg_hit,weapon_1_max_range,weapon_1_min_range,weapon_1_runemark,weapon_1_strength,weapon_2_attacks,weapon_2_dmg_crit,weapon_2_dmg_hit,weapon_2_max_range,weapon_2_min_range,weapon_2_runemark,weapon_2_strength
501,40acb702,Mange,Ogor Mawtribes,Blackpowder's Buccaneers,destruction,5,3,6,['frenzied'],65,4,3,1,1,0,fangs,3,,,,,,,
502,82052c8e,Kagey,Ogor Mawtribes,Blackpowder's Buccaneers,destruction,4,3,6,['scout'],60,2,3,1,8,0,reach,2,,,,,,,
503,8acd7368,Shreek,Ogor Mawtribes,Blackpowder's Buccaneers,destruction,10,3,6,"['beast', 'fly']",100,3,3,1,1,0,claws,3,,,,,,,
504,e10c8d32,Gorlok Blackpowder,Ogor Mawtribes,Blackpowder's Buccaneers,destruction,4,4,30,"['hero', 'brute']",250,4,6,3,2,0,sword,5,2.0,4.0,2.0,10.0,3.0,ranged,4.0
505,6e4b6e96,Bushwakka,Ogor Mawtribes,Hrothgorn's Mantrappers,destruction,4,3,8,['trapper'],55,3,3,1,1,0,unarmed,2,,,,,,,
506,3c7c1978,Quiv,Ogor Mawtribes,Hrothgorn's Mantrappers,destruction,4,3,8,['minion'],60,2,4,1,2,0,spear,3,,,,,,,
507,2abad3bb,Luggit & Thwak,Ogor Mawtribes,Hrothgorn's Mantrappers,destruction,4,3,12,[],65,3,4,1,2,0,axe,3,,,,,,,
508,f26ea120,Thrafnir,Ogor Mawtribes,Hrothgorn's Mantrappers,destruction,8,4,22,['beast'],175,4,5,2,1,0,fangs,4,,,,,,,
509,2dda62e2,Hrothgorn Mantrapper,Ogor Mawtribes,Hrothgorn's Mantrappers,destruction,4,4,40,"['hero', 'scout']",300,3,4,2,1,0,unarmed,4,2.0,8.0,4.0,9.0,3.0,ranged,6.0
510,6e918c6c,Savage Orruk with Chompa and Bone Shield,Bonesplitterz,,destruction,4,4,15,[],80,3,3,1,1,0,axe,3,,,,,,,
511,b05d0854,Savage Orruk with Savage Stikka and Bone Shield,Bonesplitterz,,destruction,4,4,15,[],80,2,4,1,2,0,spear,3,,,,,,,
512,67ac0006,Savage Orruk Morboy,Bonesplitterz,,destruction,4,3,15,['elite'],95,3,4,2,1,0,axe,4,,,,,,,
513,c0fadcc5,Savage Orruk Arrowboy,Bonesplitterz,,destruction,4,3,15,['destroyer'],110,3,2,1,1,0,unarmed,3,2.0,3.0,1.0,15.0,3.0,ranged,3.0
514,5d66d9dc,Savage Orruk Morboy Bone Totem Bearer,Bonesplitterz,,destruction,4,3,15,['mystic'],115,3,4,2,3,0,club,4,,,,,,,
515,af631173,Savage Boarboy with Chompa,Bonesplitterz,,destruction,10,4,20,['mount'],140,4,3,1,1,0,axe,3,,,,,,,
516,da496c2a,Savage Boarboy with Savage Stikka,Bonesplitterz,,destruction,10,4,20,['mount'],140,3,4,1,2,0,spear,3,,,,,,,
517,13f3214d,Savage Arrow Boss,Bonesplitterz,,destruction,4,4,20,"['hero', 'destroyer']",150,3,4,2,1,0,sword,3,3.0,3.0,1.0,15.0,3.0,ranged,3.0
518,f0ae8e6a,Savage Orruk Boss with Chompa and Bone Shield,Bonesplitterz,,destruction,4,4,20,['hero'],155,4,5,2,1,0,axe,4,,,,,,,
519,3cc597c4,Wardokk,Bonesplitterz,,destruction,4,4,22,"['hero', 'berserker']",155,3,3,1,1,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
520,88ec1e85,Wurrgog Prophet,Bonesplitterz,,destruction,4,4,22,"['hero', 'frenzied']",155,3,4,1,2,0,club,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
521,eb79df6b,Savage Big Stabbas,Bonesplitterz,,destruction,4,3,25,[],165,3,6,3,2,0,spear,5,,,,,,,
522,70e40531,Savage Orruk Morboy Boss,Bonesplitterz,,destruction,4,4,20,['hero'],175,4,6,3,1,0,sword,4,,,,,,,
523,8825dd0e,Savage Big Boss,Bonesplitterz,,destruction,4,4,25,"['hero', 'champion']",185,3,6,3,1,0,axe,5,,,,,,,
524,fca1a47c,Savage Boarboy Maniak,Bonesplitterz,,destruction,10,3,20,"['elite', 'mount']",185,4,4,2,1,0,axe,4,,,,,,,
525,bd79fba4,Savage Boarboy Bone Totem Bearer,Bonesplitterz,,destruction,10,4,20,"['mystic', 'mount']",195,3,4,2,3,0,club,5,,,,,,,
526,92d74ec2,Maniak Weirdnob,Bonesplitterz,,destruction,10,4,28,"['hero', 'ferocious', 'mount']",220,4,4,1,2,0,club,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
527,b93491ef,Savage Boarboy Boss,Bonesplitterz,,destruction,10,4,25,"['hero', 'mount']",235,4,5,2,1,0,axe,4,,,,,,,
528,99ea4c6e,Savage Boss Maniak,Bonesplitterz,,destruction,10,4,25,"['hero', 'mount']",270,4,6,3,1,0,axe,4,,,,,,,
529,0366c594,Toofdagga,Bonesplitterz,Hedkrakka's Madmob,destruction,4,3,16,[],95,4,5,1,1,0,claws,4,,,,,,,
530,7ffa3914,Dakko Sharp-stikka,Bonesplitterz,Hedkrakka's Madmob,destruction,4,3,16,['destroyer'],115,3,3,1,1,0,unarmed,3,2.0,4.0,1.0,15.0,3.0,ranged,3.0
531,b1122956,Wollop da Skul,Bonesplitterz,Hedkrakka's Madmob,destruction,4,3,16,[],120,3,5,2,2,0,club,5,,,,,,,
532,757c7356,"Hedkrakka, Gob of Gork",Bonesplitterz,Hedkrakka's Madmob,destruction,4,4,26,"['hero', 'frenzied']",170,3,4,1,2,0,club,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
533,b7da3ff4,Fellwater Troggoth,destruction,,destruction,4,4,28,"['thrall', 'trapper', 'bulwark']",175,4,5,2,1,0,club,5,,,,,,,
534,a47621f5,Rockgut Troggoth,destruction,,destruction,4,5,28,"['thrall', 'bulwark']",185,3,6,3,1,0,club,5,,,,,,,
535,b616e449,Dankhold Troggoth,destruction,,destruction,5,4,45,"['monster', 'ferocious']",275,3,8,4,2,0,club,5,,,,,,,
536,2c7b4722,Aleguzzler Gargant,destruction,,destruction,6,4,45,"['monster', 'brute']",420,4,8,4,2,0,club,5,,,,,,,
537,483abb24,Skitterstrand Arachnarok,destruction,,destruction,8,4,55,"['monster', 'destroyer']",475,4,8,4,1,0,fangs,5,,,,,,,
538,2ae1f047,Squig Herder,Gloomspite Gitz,,destruction,4,3,6,['agile'],50,3,3,1,1,0,spear,2,,,,,,,
539,62a28eb9,Stabba with Barbed Net,Gloomspite Gitz,,destruction,4,3,6,['trapper'],50,3,2,1,1,0,dagger,2,,,,,,,
540,c6ca17ad,Stabba with Pokin' Spear and Moon Shield,Gloomspite Gitz,,destruction,4,4,6,[],50,2,4,1,2,0,spear,2,,,,,,,
541,3e1236e8,Stabba with Stabba and Moon Shield,Gloomspite Gitz,,destruction,4,4,6,[],50,3,3,1,1,0,sword,2,,,,,,,
542,0b7a7d3c,Sneaky Snuffler,Gloomspite Gitz,,destruction,4,3,12,[],65,3,4,1,1,0,fangs,2,,,,,,,
543,deeef752,Boggleye,Gloomspite Gitz,,destruction,4,3,12,"['ally', 'berserker']",70,3,4,1,1,0,club,2,,,,,,,
544,90fd9264,Brewgit,Gloomspite Gitz,,destruction,4,3,12,"['ally', 'bulwark']",90,4,3,1,1,0,dagger,2,,,,,,,
545,f8991498,Shoota,Gloomspite Gitz,,destruction,4,3,6,[],60,3,2,1,1,0,dagger,2,2.0,3.0,1.0,12.0,3.0,ranged,3.0
546,36434f81,Spiker,Gloomspite Gitz,,destruction,4,3,12,"['ally', 'sentience']",75,3,4,1,2,0,club,2,,,,,,,
547,9fe09a30,Cave Squig,Gloomspite Gitz,,destruction,4,4,10,['beast'],75,3,4,1,1,0,fangs,4,,,,,,,
548,f97d9e55,Shroomancer,Gloomspite Gitz,,destruction,4,3,16,"['ally', 'frenzied']",85,3,4,1,2,0,club,2,,,,,,,
549,065fb829,Scaremonger,Gloomspite Gitz,,destruction,4,3,16,"['ally', 'terrifying']",90,4,4,1,1,0,fangs,2,,,,,,,
550,6e3049bf,Sporesplatta Fanatic,Gloomspite Gitz,,destruction,5,4,6,"['elite', 'scout']",90,3,4,1,3,0,reach,5,,,,,,,
551,bc47abdc,Moonclan Boss,Gloomspite Gitz,,destruction,4,4,12,['hero'],100,4,4,2,1,0,sword,3,,,,,,,
552,058bed50,Loonsmasha Fanatic,Gloomspite Gitz,,destruction,5,5,6,['elite'],100,3,5,2,3,0,reach,4,,,,,,,
553,2bf8f664,Fungoid Cave-Shaman,Gloomspite Gitz,,destruction,4,3,16,"['hero', 'mystic']",125,3,4,2,1,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
554,5ee7cd6d,Webspinner Shaman,Gloomspite Gitz,,destruction,4,3,16,"['hero', 'priest']",125,3,4,2,1,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
555,55d50942,Loonboss,Gloomspite Gitz,,destruction,4,4,16,"['hero', 'champion']",125,4,4,2,2,0,scythe,3,,,,,,,
556,4bd7d1ce,Spider Rider,Gloomspite Gitz,,destruction,10,4,15,['destroyer'],145,3,4,1,2,0,spear,3,2.0,3.0,1.0,12.0,3.0,ranged,3.0
557,16a08cca,Spider Rider Boss,Gloomspite Gitz,,destruction,10,4,20,"['hero', 'destroyer']",185,3,4,2,2,0,spear,3,3.0,3.0,1.0,12.0,3.0,ranged,3.0
558,16d85e5e,Boingrot Bounder,Gloomspite Gitz,,destruction,8,5,15,"['elite', 'fly']",190,3,5,2,2,0,spear,4,,,,,,,
559,f0e68c6e,Squig Hopper,Gloomspite Gitz,,destruction,10,4,15,"['elite', 'fly']",200,4,4,2,1,0,sword,4,,,,,,,
560,8094293b,Bounder Boss,Gloomspite Gitz,,destruction,8,5,20,"['fly', 'hero', 'elite']",230,4,5,2,2,0,spear,4,,,,,,,
561,8ab3d86a,Scuttleboss,Gloomspite Gitz,,destruction,10,4,26,"['hero', 'destroyer']",245,4,5,2,2,0,spear,4,,,,,,,
562,6aff7fa3,Squig Hopper Boss,Gloomspite Gitz,,destruction,10,4,20,"['fly', 'hero', 'elite']",230,5,4,2,1,0,sword,4,,,,,,,
563,e08454b0,Loonboss on Giant Cave Squig,Gloomspite Gitz,,destruction,8,5,26,"['fly', 'hero', 'elite']",270,4,5,2,2,0,spear,5,,,,,,,
564,1565a04c,Rabble-Rowza,Gloomspite Gitz,,destruction,4,4,16,"['hero', 'sentience']",125,5,3,2,1,0,club,3,,,,,,,
565,9dd13a32,Squigboss with Gnasha-Squig,Gloomspite Gitz,,destruction,4,3,16,"['hero', 'brute']",125,3,5,2,2,0,fangs,4,,,,,,,
566,7cc958a6,Snarlfang Rider Gitboss,Gloomspite Gitz,,destruction,10,4,20,"['hero', 'scout']",215,3,4,2,2,0,spear,5,2.0,3.0,2.0,12.0,3.0,ranged,4.0
567,a12b0b25,Snarlfang Rider,Gloomspite Gitz,,destruction,10,4,15,['scout'],175,3,3,2,2,0,spear,5,2.0,3.0,2.0,12.0,3.0,ranged,3.0
568,3050f851,Moonface Naggz,Gloomspite Gitz,Grinkrak's Looncourt,destruction,4,4,6,[],60,3,3,1,1,0,sword,2,,,,,,,
569,63a80e3a,Pointy Burk,Gloomspite Gitz,Grinkrak's Looncourt,destruction,4,4,6,[],60,2,4,1,2,0,spear,2,,,,,,,
570,0fb5dce6,Snorbo da Spore,Gloomspite Gitz,Grinkrak's Looncourt,destruction,4,4,6,['icon-bearer'],70,3,3,1,1,0,dagger,2,4.0,2.0,1.0,5.0,0.0,blast,1.0
571,f9b49756,Pokin' Snark,Gloomspite Gitz,Grinkrak's Looncourt,destruction,4,4,8,[],100,3,4,2,2,0,fangs,4,,,,,,,
572,c0957f12,Skolko and Pronk,Gloomspite Gitz,Grinkrak's Looncourt,destruction,3,4,12,[],115,3,3,1,1,0,dagger,2,2.0,4.0,1.0,20.0,3.0,ranged,4.0
573,3dae13ee,Grinkrak the Great,Gloomspite Gitz,Grinkrak's Looncourt,destruction,4,4,16,"['hero', 'champion']",140,4,4,2,2,0,axe,3,,,,,,,
574,e775a7b2,Grib Da Wonky Lance,Gloomspite Gitz,Grinkrak's Looncourt,destruction,8,5,15,"['fly', 'elite']",195,3,5,2,2,0,club,4,,,,,,,
575,5a30c245,Bat Squig,Gloomspite Gitz,Mollog's Mob,destruction,6,4,16,"['beast', 'fly']",170,4,4,2,1,0,fangs,5,,,,,,,
576,0944de05,Mollog the Mighty,Gloomspite Gitz,Mollog's Mob,destruction,4,5,35,['hero'],290,2,10,5,2,0,club,6,,,,,,,
577,8e26ae1f,Stabbit,Gloomspite Gitz,Rippa's Snarlfangs,destruction,8,3,18,['mount'],115,3,4,1,2,0,spear,3,,,,,,,
578,219f8c18,Mean-eye,Gloomspite Gitz,Rippa's Snarlfangs,destruction,8,3,18,['mount'],130,2,2,1,1,0,unarmed,2,2.0,4.0,1.0,15.0,3.0,ranged,3.0
579,2453d9f7,Rippa Narkbad,Gloomspite Gitz,Rippa's Snarlfangs,destruction,8,4,22,"['hero', 'mount']",180,4,4,2,1,0,sword,3,,,,,,,
580,8908bfd2,Prog Da Netter,Gloomspite Gitz,Zarbag's Gitz,destruction,4,3,10,['trapper'],65,3,2,1,1,0,dagger,3,,,,,,,
581,03760978,Zarbag's Gitz Shoota,Gloomspite Gitz,Zarbag's Gitz,destruction,4,3,10,[],85,3,2,1,1,0,dagger,3,2.0,3.0,1.0,12.0,3.0,ranged,3.0
582,d1abc2a9,Drizgit da Squig Herder,Gloomspite Gitz,Zarbag's Gitz,destruction,4,4,12,['agile'],90,3,4,2,2,0,club,3,,,,,,,
583,0dd373c0,Snirk Sourtongue,Gloomspite Gitz,Zarbag's Gitz,destruction,4,3,10,['frenzied'],130,4,6,3,3,0,reach,4,,,,,,,
584,a8f379d9,Zarbag,Gloomspite Gitz,Zarbag's Gitz,destruction,4,3,16,['hero'],125,3,4,1,1,0,club,3,2.0,6.0,3.0,7.0,3.0,blast,3.0
585,0d6a8a6a,Zarbag's Gitz Squig,Gloomspite Gitz,Zarbag's Gitz,destruction,4,4,16,['beast'],140,4,4,2,1,0,fangs,5,,,,,,,
586,8kk0lics,Borgit Wolf-Killa,Gloomspite Gitz,Borgit's Beastgrabbaz,destruction,4,4,18,['hero'],140,4,4,2,1,0,sword,4,,,,,,,
587,s76ya4vs,Uglug,Gloomspite Gitz,Borgit's Beastgrabbaz,destruction,4,4,20,[],120,3,4,2,1,0,claws,4,,,,,,,
588,o82q9qpy,Rigg and Shamm,Gloomspite Gitz,Borgit's Beastgrabbaz,destruction,4,3,10,[],60,3,3,1,2,0,spear,2,,,,,,,
589,c43e6474,Snagz,Gloomspite Gitz,Borgit's Beastgrabbaz,destruction,4,3,6,[],50,3,3,1,2,0,spear,2,,,,,,,
590,3fn0u2b5,Hobblin' Dreg,Gloomspite Gitz,Borgit's Beastgrabbaz,destruction,4,3,6,[],75,2,3,1,1,0,dagger,2,2.0,3.0,1.0,12.0,3.0,ranged,3.0
591,ff9e7687,Snarlpack Cavalry,Gloomspite Gitz,,destruction,8,5,25,"['ferocious', 'mount']",230,3,4,3,2,0,spear,5,,,,,,,
592,11a27c07,Snarlpack Boss,Gloomspite Gitz,,destruction,8,5,28,"['ferocious', 'mount', 'hero']",280,4,4,3,2,0,spear,5,,,,,,,
593,1f54a824,Klutcha-grot,Kruleboyz Monsta-killaz,,destruction,4,4,6,['trapper'],60,3,3,2,1,0,claws,2,,,,,,,
594,3f6612bc,Neckslicer with Smasha,Kruleboyz Monsta-killaz,,destruction,4,3,15,['trapper'],110,4,4,2,1,0,club,4,,,,,,,
595,81eebace,Bawla Boy with Stabba,Kruleboyz Monsta-killaz,,destruction,4,3,15,"['trapper', 'icon-bearer']",110,4,3,2,1,0,dagger,4,,,,,,,
596,79ed7e35,Bawla Boy with Flogga,Kruleboyz Monsta-killaz,,destruction,4,3,15,"['trapper', 'icon-bearer']",110,5,4,1,3,0,reach,3,,,,,,,
597,8d4cf78f,Neckslicer with Beaststikka Harpoon,Kruleboyz Monsta-killaz,,destruction,4,3,15,"['trapper', 'destroyer']",115,2,5,2,3,0,spear,4,2.0,5.0,2.0,8.0,0.0,ranged,4.0
598,5318c226,Neckslicer with Bonehakka,Kruleboyz Monsta-killaz,,destruction,4,3,15,"['trapper', 'berserker']",120,3,4,2,2,0,axe,5,,,,,,,
599,3101b10f,Gnarlwood Howla,Kruleboyz Monsta-killaz,,destruction,6,3,18,['beast'],125,5,4,2,1,0,claws,3,,,,,,,
600,3ff6e9f8,Beastnob,Kruleboyz Monsta-killaz,,destruction,4,4,25,"['hero', 'trapper']",200,4,5,3,1,0,mace,6,2.0,4.0,2.0,8.0,0.0,ranged,4.0
601,11e83c0f,Orruk Ardboy with Ardboy Big Choppa [retired],Ironjawz,,destruction,3,4,15,[],80,3,4,2,1,0,axe,4,,,,,,,
602,56d4f9e9,Orruk Ardboy with Choppas [retired],Ironjawz,,destruction,3,4,15,[],85,4,4,1,1,0,axe,4,,,,,,,
603,6c9333d1,Orruk Ardboy with Ardboy Choppa and Orruk-forged Shield [retired],Ironjawz,,destruction,3,5,15,[],80,3,4,1,1,0,axe,4,,,,,,,
604,dd9a70da,Ardboy Boss with Ardboy Choppas [retired],Ironjawz,,destruction,3,4,20,['hero'],140,4,5,2,1,0,axe,5,,,,,,,
605,3ea25444,Orruk Brute with pair of Brute Choppas,Ironjawz,,destruction,3,5,25,['brute'],140,4,4,2,1,0,axe,4,,,,,,,
606,44bcd740,Orruk Brute with Jagged Gore-hacka,Ironjawz,,destruction,3,5,25,['brute'],150,3,4,2,2,0,axe,5,,,,,,,
607,612b4945,Orruk Weirdnob Shaman,Ironjawz,,destruction,3,4,32,"['hero', 'mystic']",170,3,4,1,2,0,club,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
608,da0c7a68,Orruk Brute with Gore-Choppa,Ironjawz,,destruction,3,5,25,['brute'],175,3,6,3,2,0,axe,5,,,,,,,
609,e28a97d5,Orruk Warchanter,Ironjawz,,destruction,3,5,32,"['hero', 'frenzied']",180,4,4,2,1,0,club,4,,,,,,,
610,e5cf6edc,Brute Boss with Boss Choppa,Ironjawz,,destruction,3,5,30,"['hero', 'brute']",210,3,6,3,1,0,axe,6,,,,,,,
611,1e64b938,Brute Boss with Boss Klaw and Brute Smasha,Ironjawz,,destruction,3,5,30,"['hero', 'brute', 'berserker']",210,4,5,2,1,0,club,5,,,,,,,
612,95a5ddff,Orruk Megaboss,Ironjawz,,destruction,3,5,35,"['hero', 'champion']",225,3,8,4,1,0,axe,6,,,,,,,
613,8838ae10,Orruk Gore-Grunta with Jagged Gore-Hacka,Ironjawz,,destruction,8,4,35,"['ferocious', 'mount']",245,4,4,2,2,0,spear,5,,,,,,,
614,521ead0e,Orruk Gore-Grunta with Pig-iron Choppa,Ironjawz,,destruction,8,4,35,"['ferocious', 'mount']",250,5,4,2,1,0,axe,4,,,,,,,
615,bfcbe715,Gore-grunta Boss with Jagged Gore-hacka,Ironjawz,,destruction,8,4,40,"['hero', 'ferocious', 'mount']",275,4,4,2,2,0,spear,6,,,,,,,
616,6d3c693f,Gore-Grunta Boss with Pig-iron Choppa,Ironjawz,,destruction,8,4,40,"['hero', 'ferocious', 'mount']",300,5,4,2,1,0,axe,5,,,,,,,
617,ab166f67,Basha,Ironjawz,Ironskull's Boyz,destruction,3,4,16,[],105,3,4,2,1,0,club,4,,,,,,,
618,23103be7,Hakka,Ironjawz,Ironskull's Boyz,destruction,3,4,16,[],110,4,5,1,1,0,axe,4,,,,,,,
619,19aa2fa5,Bonekutta,Ironjawz,Ironskull's Boyz,destruction,3,4,16,[],100,3,4,2,2,0,axe,5,,,,,,,
620,5bf1a2a8,Gurzag Ironskull,Ironjawz,Ironskull's Boyz,destruction,3,4,26,['hero'],175,4,5,2,1,0,axe,5,,,,,,,
621,5a630853,Thugg,Ironjawz,Morgok's Krushas,destruction,3,5,26,['brute'],145,4,5,2,1,0,club,4,,,,,,,
622,cdb42889,'Ardskull,Ironjawz,Morgok's Krushas,destruction,3,5,26,['brute'],165,2,6,3,2,0,club,6,,,,,,,
623,034336b3,Morgok,Ironjawz,Morgok's Krushas,destruction,3,5,35,"['brute', 'hero']",225,4,5,3,1,0,sword,5,,,,,,,
624,27491f65,Ardboy With Choppa,Ironjawz,,destruction,3,5,15,['bulwark'],100,3,4,2,1,0,axe,4,,,,,,,
625,f48c1b61,Ardboy With Stikka,Ironjawz,,destruction,3,5,15,['bulwark'],100,2,5,2,2,0,spear,4,,,,,,,
626,2dd266be,Ardboy Boss With Choppa,Ironjawz,,destruction,3,5,20,"['hero', 'bulwark']",145,4,4,2,1,0,axe,4,,,,,,,
627,57b116d4,Ardboy Boss With Stikka,Ironjawz,,destruction,3,5,20,"['hero', 'bulwark']",140,3,4,2,2,0,spear,4,,,,,,,
628,9bc8ac77,Ardboy Big Boss,Ironjawz,,destruction,3,5,25,"['hero', 'bulwark', 'icon-bearer']",175,4,4,2,1,0,axe,5,3.0,5.0,2.0,2.0,0.0,spear,5.0
629,41c7e23f,Brute Rager,Ironjawz,,destruction,4,4,25,['destroyer'],145,2,5,3,2,0,axe,6,,,,,,,
630,69c2e9bf,Brute Wrekka,Ironjawz,,destruction,4,4,25,['terrifying'],175,6,2,2,3,0,mace,4,,,,,,,
631,7564ac24,Pot-grot,Kruleboyz,,destruction,4,3,6,['destroyer'],50,2,3,1,1,0,club,2,,,,,,,
632,8dbddf23,Stab-grot,Kruleboyz,,destruction,4,4,6,"['minion', 'bulwark']",50,3,3,1,1,0,dagger,2,,,,,,,
633,c355ca81,Hobgrot Slitta,Kruleboyz,,destruction,4,3,8,['minion'],70,3,3,1,1,0,dagger,3,2.0,4.0,2.0,5.0,3.0,blast,4.0
634,a364cddf,Gutrippa with Wicked Hacka,Kruleboyz,,destruction,4,4,15,['warrior'],75,3,3,1,1,0,axe,3,,,,,,,
635,2a22ee6d,Gutrippa with Wicked Stikka,Kruleboyz,,destruction,4,4,15,['warrior'],75,2,4,1,2,0,spear,3,,,,,,,
636,5a46c16d,Hobgrot Boss,Kruleboyz,,destruction,4,3,8,"['champion', 'minion']",75,4,3,1,1,0,dagger,3,2.0,4.0,2.0,5.0,3.0,blast,4.0
637,a816d256,Man-skewer Boltboy,Kruleboyz,,destruction,4,4,15,"['warrior', 'trapper']",120,3,3,1,1,0,dagger,3,2.0,4.0,1.0,15.0,6.0,ranged,4.0
638,6e6e51a6,Gutrippa Boss with Mace and Sword,Kruleboyz,,destruction,4,4,20,"['hero', 'warrior']",140,4,4,2,1,0,mace,4,,,,,,,
639,874305e9,Gutrippa Boss with Wicked Stikka,Kruleboyz,,destruction,4,5,20,"['hero', 'warrior']",145,3,4,2,2,0,spear,4,,,,,,,
640,757c2767,Murknob with Belcha-banna,Kruleboyz,,destruction,4,4,25,"['hero', 'warrior', 'icon-bearer']",145,3,4,2,1,0,axe,4,,,,,,,
641,ccd102cd,Swampcalla Shaman,Kruleboyz,,destruction,4,4,25,"['hero', 'warrior', 'mystic']",165,3,4,1,2,0,club,4,2.0,6.0,3.0,7.0,3.0,blast,3.0
642,bbe9be70,Boltboy Boss,Kruleboyz,,destruction,4,4,20,"['hero', 'warrior', 'trapper']",170,3,4,2,1,0,dagger,4,3.0,4.0,1.0,15.0,6.0,ranged,4.0
643,37c85f74,Killaboss with Boss-Hacka and Skareshield,Kruleboyz,,destruction,4,5,28,"['hero', 'warrior', 'berserker']",180,4,4,2,1,0,axe,4,,,,,,,
644,bed9b520,Killaboss with Boss-Hacka and Rusting Flail,Kruleboyz,,destruction,4,4,28,"['hero', 'warrior', 'berserker']",190,5,5,2,1,0,axe,4,,,,,,,
645,ed4c54f2,Killaboss on Great Gnashtoof,Kruleboyz,,destruction,8,5,38,"['hero', 'warrior', 'mount']",330,5,5,3,1,0,axe,4,,,,,,,
646,4ef8d2c0,Gikkit,Kruleboyz,Da Kunnin' Krew,destruction,4,4,6,"['minion', 'warrior']",50,3,3,1,1,0,dagger,2,,,,,,,
647,6a8bd69c,Shank,Kruleboyz,Da Kunnin' Krew,destruction,4,4,6,"['minion', 'scout']",55,3,3,1,1,0,dagger,2,,,,,,,
648,80b811c5,Krookgrin,Kruleboyz,Da Kunnin' Krew,destruction,4,3,8,"['champion', 'minion']",80,3,4,2,1,0,dagger,3,2.0,4.0,2.0,5.0,3.0,blast,4.0
649,c022ab40,Torka Tuffskul,Kruleboyz,Da Kunnin' Krew,destruction,4,4,20,"['warrior', 'scout']",125,3,4,2,2,0,spear,4,,,,,,,
650,8f7dbf1c,Mannok Da Kunnin',Kruleboyz,Da Kunnin' Krew,destruction,4,4,28,"['hero', 'warrior']",185,4,5,2,2,0,bident,4,,,,,,,
651,a854fb09,Daggok Finksteala,Kruleboyz,Daggok's Stab-ladz,destruction,4,4,25,"['hero', 'warrior']",175,4,4,2,2,0,spear,4,,,,,,,
652,7bf86ba6,Jagz da Bleeda,Kruleboyz,Daggok's Stab-ladz,destruction,4,4,15,"['frenzied', 'warrior']",90,4,5,1,1,0,dagger,3,,,,,,,
653,c5c1fbc0,Hurrk da Howla,Kruleboyz,Daggok's Stab-ladz,destruction,4,4,15,"['icon-bearer', 'warrior']",75,3,3,1,1,0,dagger,3,,,,,,,
654,8e9ba58e,Grakk da Hook,Kruleboyz,Daggok's Stab-ladz,destruction,4,3,15,"['brute', 'warrior']",130,3,4,3,2,0,hook,5,,,,,,,
655,3f9a8c2e,Hobgrot Slittaboss,Kruleboyz,,destruction,4,4,16,"['hero', 'scout', 'minion']",140,4,3,2,2,0,spear,4,,,,,,,
656,e11a4980,Gryph-Hound,Stormcast Eternals Warrior Chamber,,order,6,4,12,['beast'],115,4,4,1,1,0,claws,4,,,,,,,
657,9e3266e3,Liberator with Warhammer and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,4,6,20,"['warrior', 'bulwark']",120,2,4,2,1,0,hammer,5,,,,,,,
658,52ad2067,Liberator with Warblade and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,4,6,20,"['warrior', 'bulwark']",130,3,4,2,1,0,sword,4,,,,,,,
659,c6d21fa6,Retributor,Stormcast Eternals Warrior Chamber,,order,3,6,20,['brute'],130,3,5,3,1,0,hammer,5,,,,,,,
660,c2e43d33,Decimator,Stormcast Eternals Warrior Chamber,,order,3,6,20,['brute'],135,3,6,3,2,0,axe,4,,,,,,,
661,0115e4c3,Liberator with Paired Warhammers,Stormcast Eternals Warrior Chamber,,order,4,5,20,['warrior'],135,3,4,2,1,0,hammer,5,,,,,,,
662,38faad84,Liberator with Paired Warblades,Stormcast Eternals Warrior Chamber,,order,4,5,20,['warrior'],140,4,4,2,1,0,sword,4,,,,,,,
663,db773aee,Protector,Stormcast Eternals Warrior Chamber,,order,3,6,20,['brute'],140,3,5,3,3,0,spear,4,,,,,,,
664,a1b60d21,Liberator with Grandhammer,Stormcast Eternals Warrior Chamber,,order,4,5,20,['warrior'],155,3,5,3,1,0,hammer,5,,,,,,,
665,362a004f,Paladin with Starsoul Mace,Stormcast Eternals Warrior Chamber,,order,3,6,20,['brute'],165,3,8,4,1,0,mace,5,,,,,,,
666,686009b5,Liberator with Grandblade,Stormcast Eternals Warrior Chamber,,order,4,5,20,['warrior'],160,4,5,3,1,0,sword,4,,,,,,,
667,c1eff32e,Liberator-Prime with Warhammer and Sigmarite Shield,Stormcast Eternals Warrior Chamber,,order,4,6,25,"['hero', 'warrior', 'bulwark']",170,3,4,2,1,0,hammer,5,,,,,,,
